Company Name,IDBB,CRI Company ID,Exchange Country,Domicile Country,Bloomberg Industry Code,Bloomberg Industry,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20
Copa Holdings SA,10143332,28176,United States of America,Panama,10004,Consumer Cyclical,3.557881128,4.534461753,5.555793837,7.310201188,10.68115433,15.92837441,23.84905755,23.21066837,20.0048696,16.49079533,14.72240628,13.6290074,12.28636294
Popular Inc,102556,28921,United States of America,Puerto Rico,10008,Financial,0.96125198,0.948929794,1.002950607,1.00974386,1.4531771,2.305324738,3.696558559,3.815230205,3.536993231,3.319080473,3.067258198,2.828612628,2.636021017
First BanCorp/Puerto Rico,103846,29722,United States of America,Puerto Rico,10008,Financial,0.857775246,0.775755303,0.711242745,0.67421889,0.939326099,1.406606735,2.121567619,2.112326149,1.889490074,1.713450399,1.604618723,1.502517406,1.399338528
OFG Bancorp,105853,31057,United States of America,Puerto Rico,10008,Financial,1.882995026,1.832559092,1.89107738,1.920135059,2.820873608,4.532017596,7.392250098,7.597297107,7.156357119,6.600580421,6.321190386,5.966255643,5.732742254
Cosan Ltd,12183425,34469,United States of America,Brazil,10005,Consumer Non-Cyclical,6.063884955,5.584863522,4.726593983,4.684474555,4.51022485,4.84673212,5.634178483,6.328949371,6.443013992,6.274052022,6.032113311,5.933232172,5.664139326
MercadoLibre Inc,1419776,36262,United States of America,Argentina,10003,Communications,16.53992506,22.42916044,29.38520025,37.48823456,53.81223764,76.27919129,108.0844907,106.1347607,91.27739337,77.23143501,68.68778783,61.88287992,59.64437764
Southern Copper Corp,154302,37348,United States of America,Peru,10002,Basic Materials,0.36526315,0.418503226,0.471824996,0.510837481,0.694104669,1.039555207,1.608293426,1.679261116,1.599670318,1.419190574,1.26119513,1.142248853,1.039149481
Credicorp Ltd,171258,38922,United States of America,Peru,10008,Financial,0.300116731,0.257189016,0.23837704,0.227907101,0.30864236,0.450202106,0.697337258,0.696296303,0.623889534,0.576823787,0.552027594,0.526500999,0.497164244
Triple-S Management Corp,7861727,45685,United States of America,Puerto Rico,10005,Consumer Non-Cyclical,52.31054657,64.87109845,67.20018277,67.04288904,67.98003429,78.66320055,90.54377609,98.05375422,104.8318102,105.0093037,103.7593023,101.8917298,100.3077607
Geopark Ltd,10756764,59327,United States of America,Chile,10007,Energy,1.316468976,0.707589952,0.403920277,0.219677261,0.184054472,0.163638864,0.134908569,0.05745259,0.02122561,0.007290694,0.002519838,0.0008795,0.000269239
Adecoagro SA,23759855,92526,United States of America,Argentina,10005,Consumer Non-Cyclical,12.09936696,10.68241457,17.65262287,29.35972781,53.7316987,84.51731764,122.8319085,138.6429521,133.6071496,110.0064059,91.25740327,83.27619927,76.32948843
Arcos Dorados Holdings Inc,24261370,93053,United States of America,Uruguay,10004,Consumer Cyclical,31.9271046,29.17420998,28.71247058,27.96459903,34.89477991,46.51736576,64.08711118,61.41471374,54.07136148,47.0054526,42.83725441,40.15793519,36.28236364
EVERTEC Inc,34968231,131570,United States of America,Puerto Rico,10005,Consumer Non-Cyclical,0.28311862,0.305600137,0.350289069,0.387085981,0.409562679,0.444851557,0.504633721,0.553623108,0.556666086,0.539673375,0.524794101,0.513923095,0.499709005
Tecnoglass Inc,28426685,163822,United States of America,Colombia,10011,Industrial,4.586174685,4.994718985,5.419247026,5.740233173,8.000518911,12.73076995,21.31084427,23.28747765,21.37631855,19.03879355,16.9357633,15.52428986,14.26178945
Globant SA,33838804,165028,United States of America,Argentina,10013,Technology,0.169428656,0.227382978,0.313316495,0.451237845,0.720287966,1.167413948,2.216329569,3.237561321,4.03627002,5.130122573,6.537637935,8.078268323,11.00254453
Despegar.com Corp,54620894,197577,United States of America,Argentina,10003,Communications,8.731826691,9.228775075,10.21827627,11.24790987,14.05178636,18.79474194,25.92094573,25.09169815,20.87181992,16.45505794,13.9143845,12.36166463,11.08802816
Nexa Resources SA,52160711,197927,United States of America,Brazil,10002,Basic Materials,51.07700419,37.73701479,30.88433802,30.09819734,41.48499107,62.26611725,99.7085638,98.70384607,86.64041895,74.04882714,65.47620518,59.0771671,54.84186513
Pagseguro Digital Ltd,58105397,198717,United States of America,Brazil,10008,Financial,0.912482502,0.950630852,0.973417057,1.006117764,1.438269014,2.183417344,3.321598347,3.385697752,3.079191597,2.769133231,2.594555613,2.465029477,2.304606756
Corp America Airports SA,45489800,198765,United States of America,Argentina,10005,Consumer Non-Cyclical,84.66216583,73.25857335,71.44005257,70.28483622,71.53297705,77.74204118,90.57409919,98.08678812,99.96450704,98.48586998,98.57897987,97.11309297,93.2056988
Bioceres Crop Solutions Corp,58921373,199017,United States of America,Argentina,10006,Diversified,0.111585507,2558.62799,3898.586224,4195.76307,4406.882946,4570.326449,4628.288469,4610.825947,4548.40745,4239.227457,3916.90896,3777.512731,3836.977938
Opes Acquisition Corp,57458004,199057,United States of America,Mexico,10006,Diversified,7.37E-09,5.10E-09,3.62E-09,2.79E-09,1.81E-09,1.36E-09,1.05E-09,8.60E-10,9.32E-10,8.55E-10,7.56E-10,9.34E-10,1.29E-09
Arco Platform Ltd,61574204,200180,United States of America,Brazil,10013,Technology,0.247915181,0.337629873,0.481764365,0.623948406,0.905392647,1.287302823,1.895025338,2.243188603,2.095236846,1.915366207,1.815541043,1.882985375,1.793331982
DD3 Acquisition Corp,61821074,200367,United States of America,Mexico,10006,Diversified,6.79E-09,1.19E-09,1.21E-09,1.11E-09,1.03E-09,8.74E-10,7.20E-10,6.34E-10,5.38E-10,5.22E-10,5.42E-10,5.89E-10,7.19E-10
StoneCo Ltd,62002643,200373,United States of America,Brazil,10005,Consumer Non-Cyclical,34.35481283,34.91621459,35.2702646,35.69699987,36.29063146,40.84612077,48.27934958,53.7654415,54.37351184,53.65838937,51.44463202,49.63832938,48.27172311
OneSpaWorld Holdings Ltd,62515581,201063,United States of America,Bahamas,10004,Consumer Cyclical,0.013164706,0.01272456,0.012358599,0.011819969,0.014546204,0.019165653,0.025511733,0.026648846,0.023819648,0.021551843,0.019410363,0.017236309,0.015657467
Afya Ltd,65153703,201655,United States of America,Brazil,10005,Consumer Non-Cyclical,0.069203894,7.695167944,7.567862865,7.601023822,7.729345482,8.447919862,9.783393646,10.82714584,11.04003911,10.86172193,10.57180638,10.24022341,9.940580872
Frontera Energy Corp,108257,48235,Canada,Colombia,10007,Energy,23.2988415,16.0815593,9.288535041,5.517872964,8.418627769,19.35549687,53.2361007,47.31139476,26.99764203,13.30508218,7.174088234,4.356512529,2.919128064
Orosur Mining Inc,310291,53299,Canada,Chile,10002,Basic Materials,336.8482819,458.2827932,519.3501434,576.5765393,618.3534289,695.2635812,763.9248982,721.3859499,643.1420604,604.5659059,599.3015253,579.8352324,559.3731156
Blueberries Medical Corp,39876770,164362,Canada,Colombia,10005,Consumer Non-Cyclical,53.3156134,26.78575167,25.87569329,27.25620001,25.74718961,24.86428699,24.07609766,24.434899,22.72454416,21.43985076,21.65718708,20.55164356,19.73022491
Thunderbird Resorts Inc,110984,60022,Netherlands,Panama,10004,Consumer Cyclical,160.214127,197.2976365,225.8715734,267.3382138,338.501852,412.1031807,452.56483,422.8610783,384.3708243,334.2161495,307.0188675,300.138521,284.3765673
Caribbean Investment Holdings Ltd,102656,58872,United Kingdom,Belize,10008,Financial,10.56136625,17.15751167,32.15267794,44.54580994,92.82544781,206.3774005,419.4749395,370.0034595,263.243209,183.5521731,144.5878995,127.250501,108.6674069
Antofagasta PLC,111100,60069,United Kingdom,Chile,10002,Basic Materials,6.489916798,7.032088224,7.529229765,8.103758034,11.6264946,17.14905056,24.01214765,20.84134168,17.14260995,13.93427023,12.27209224,11.04240182,10.08843073
Hochschild Mining PLC,11131610,60154,United Kingdom,Peru,10002,Basic Materials,10.05254009,9.017645645,10.18443457,11.19856135,15.83132621,23.26058238,32.79651602,28.17487579,22.59253554,18.21843972,15.79263734,14.17950681,12.901721
Fresnillo PLC,14453817,67938,United Kingdom,Mexico,10002,Basic Materials,7.4052813,8.322583784,8.486663022,8.939112944,12.83576037,18.74284697,26.04946635,23.85422334,19.66262608,16.60502784,14.84941638,13.86288339,13.3718563
B-Gaming SA,11638783,89333,Argentina,Argentina,10013,Technology,0.658007242,0.757084392,0.754426414,0.745931656,1.21137289,1.874719538,2.831007244,2.230654478,1.631487146,1.208920562,0.975065417,0.816451392,0.697953835
Molinos Rio de la Plata SA,117795,89364,Argentina,Argentina,10005,Consumer Non-Cyclical,107.8834052,108.583575,103.651336,109.60282,146.6712132,190.2267542,238.5184559,204.3693026,181.9446965,156.3529643,143.4536383,123.3208717,108.4721113
Telecom Argentina SA,118057,89374,Argentina,Argentina,10003,Communications,74.00425912,66.97226212,67.11939293,69.84986564,121.1043037,198.9461891,307.2357362,246.1310808,190.5216451,144.4703879,120.3119422,100.7399944,87.56353077
YPF SA,119321,89383,Argentina,Argentina,10007,Energy,122.8922375,125.2306074,126.7495254,130.8289539,217.693343,346.672004,518.6094143,405.2361443,312.1787351,237.3865115,197.2522196,166.3126943,142.0446739
Banco BBVA Argentina SA,126519,89412,Argentina,Argentina,10008,Financial,20.12718252,19.43911345,19.3959171,20.45106813,50.64074648,130.9991624,304.5965515,236.8954139,162.7035232,109.8518685,82.67911427,66.29181363,53.26050873
Enel Generacion Costanera SA,126779,89416,Argentina,Argentina,10014,Utilities,35.56667016,43.4266616,54.15225588,63.72063507,115.0117519,188.4339077,291.3525001,180.9278307,118.6691468,77.68659205,60.45827857,47.68539543,38.3719934
Central Puerto SA,130021,89455,Argentina,Argentina,10014,Utilities,47.92376,59.48565695,72.66413745,78.43161417,135.0664988,215.2642875,323.0905476,197.767779,135.6596044,92.06461074,71.08772646,55.90267465,46.63879343
Grupo Financiero Galicia SA,1452466,89599,Argentina,Argentina,10008,Financial,19.93943514,20.45798056,22.05381754,23.73562573,60.63355905,154.8052688,359.7804019,280.0529164,196.0361255,129.7734075,97.9701023,76.85798976,61.75034092
Consultatio SA,14723079,89605,Argentina,Argentina,10008,Financial,2.662738517,2.44595748,2.536485546,2.599135267,6.332766911,15.16051638,33.50586109,24.24426249,15.25173268,9.207004706,6.341381898,4.658914361,3.542750182
Transportadora de Gas del Sur SA,154118,89656,Argentina,Argentina,10007,Energy,34.72233911,27.56736941,22.17488477,21.12544896,33.97239501,53.2035862,77.69120816,58.41980631,44.13212977,32.95511176,25.98396398,21.46934621,18.19795591
MetroGas SA,154904,89853,Argentina,Argentina,10014,Utilities,178.3296683,212.0728207,239.2399143,274.110749,507.1167347,829.2887755,1218.808536,762.6128219,522.7433345,356.1749463,283.3456571,230.7212668,190.337823
Mirgor SACIFIA,154992,89857,Argentina,Argentina,10011,Industrial,30.97390585,35.11344941,41.07466664,47.95564228,107.5870862,214.1768855,371.8323696,267.0277523,190.2167497,137.3659753,107.7754081,89.15964437,74.85533623
DYCASA SA,156507,89893,Argentina,Argentina,10011,Industrial,37.29558663,40.51242024,42.43235258,42.20917427,87.03455188,169.0445735,303.6569964,224.3426043,162.9339098,118.7934932,93.65145832,76.39620135,64.17420465
Agrometal SA,159426,90571,Argentina,Argentina,10011,Industrial,64.74835141,55.40090767,50.34368533,45.45913084,90.32555833,172.4245624,308.045175,226.9081869,168.4988168,123.5355511,97.99662958,82.92051315,72.11933753
Banco Macro SA,159436,90581,Argentina,Argentina,10008,Financial,11.41334677,11.51795944,12.67275091,13.87959588,36.12149986,94.35899651,222.3893185,172.0311504,118.889909,79.60689099,59.98572046,47.41620628,38.06450067
Bodegas Esmeralda SA,159446,90590,Argentina,Argentina,10005,Consumer Non-Cyclical,3.629553652,3.594290479,3.782057079,4.038220227,5.279124647,5.617610182,5.334429028,3.161428789,2.021445686,1.254241138,0.820994197,0.551127119,0.368090127
Boldt SA,159447,90591,Argentina,Argentina,10005,Consumer Non-Cyclical,9.510403361,9.547864112,9.163996164,8.93372925,11.36567234,14.26913873,17.01875242,13.66490198,11.79447885,9.773908152,8.775616891,7.702169093,7.000305909
Capex SA,159453,90597,Argentina,Argentina,10014,Utilities,46.16044634,62.1931665,81.08214159,99.25494121,188.4532301,320.9638494,495.4036298,320.5082966,220.4179266,153.0838719,123.5221945,103.7615439,85.48237573
Caputo SA,159454,90598,Argentina,Argentina,10011,Industrial,40.61992112,38.76167446,37.62360091,36.51744891,74.2147199,142.4493376,251.3492626,185.9010794,132.0425868,94.88474953,73.90318165,60.52787629,50.36930713
Carlos Casado SA,159456,90599,Argentina,Argentina,10005,Consumer Non-Cyclical,0.928296986,0.730761061,0.530474353,0.344443549,0.267874406,0.199397707,0.142781969,0.064467756,0.028713196,0.011595615,0.004845411,0.001893166,0.000699204
Celulosa Argentina,159462,90605,Argentina,Argentina,10002,Basic Materials,235.4588254,254.7057821,289.1212049,347.8916128,473.2316556,706.3677616,1095.862586,1208.867505,1293.363071,1283.021352,1289.736249,1273.205363,1295.56575
Sociedad Comercial del Plata SA,159468,90611,Argentina,Argentina,10011,Industrial,71.14782964,58.8258868,58.25208732,57.75918488,111.3099425,196.9286843,325.0531128,249.0442441,187.2599321,139.7505468,113.7160715,91.97193954,74.82530555
Cresud SACIF y A,159471,90614,Argentina,Argentina,10008,Financial,54.55365978,53.93052339,56.85227532,60.38832237,153.3884525,390.7170598,912.7858754,712.2771722,490.8758939,324.075749,239.1669361,184.3533269,145.5821734
Domec SAIC y F,159474,90617,Argentina,Argentina,10004,Consumer Cyclical,98.83839759,108.5807197,117.241411,113.0176389,169.9969602,253.0205863,371.3621319,300.7436312,237.6168884,186.1776759,155.9372269,134.8338626,113.416954
Ferrum SA de Ceramica y Metalurgia,159485,90627,Argentina,Argentina,10011,Industrial,19.10205,22.77446464,26.37434497,31.67557147,73.21219741,154.3841739,288.3438334,220.4042305,162.1648123,118.8846726,92.53839965,76.58520249,62.5324243
Fiplasto SA,159486,90628,Argentina,Argentina,10011,Industrial,67.60542433,71.12616665,73.81826912,75.08009219,156.7684531,310.4443881,561.4483285,435.9317472,326.4507665,243.9157864,196.7836323,162.3175052,136.9499597
Pampa Energia SA,159488,90630,Argentina,Argentina,10014,Utilities,87.41208934,106.0834615,125.7754051,150.7034986,289.9028694,496.3160112,758.4039708,477.2644809,331.7374897,232.5401164,189.0561517,157.4799429,131.6551128
Garovaglio y Zorraquin SA,159491,90633,Argentina,Argentina,10006,Diversified,59.65998977,79.02773561,89.12241961,98.35598053,172.835377,284.6579891,444.4141355,351.9318189,271.5441678,204.5046042,163.9578388,135.4905382,115.0908215
Grimoldi SA,159495,90637,Argentina,Argentina,10004,Consumer Cyclical,90.52850537,99.8712433,100.197721,99.75590469,164.8019833,269.2720032,411.7472253,328.1466537,250.7245396,190.6586763,155.2136138,131.5297917,110.9146362
Importadora y Exportadora de la Patagonia SA,159501,90643,Argentina,Argentina,10005,Consumer Non-Cyclical,79.62227016,96.7007287,104.2359124,101.8263887,128.0598066,160.2654841,197.9937174,159.4086264,136.6798678,110.8321278,97.51074349,88.08692353,79.77910567
Instituto Rosenbusch SA,159509,90651,Argentina,Argentina,10005,Consumer Non-Cyclical,71.45887231,75.94281371,86.17720004,80.49324541,84.92582246,110.9323008,140.150475,115.2692566,100.6364873,84.99899457,74.40513399,66.11122972,60.10869512
Cia Introductora de Buenos Aires SA,159511,90653,Argentina,Argentina,10005,Consumer Non-Cyclical,26.67244965,28.46950373,29.64765038,30.42982345,40.04520072,50.60146586,62.50925352,50.58983887,44.19219227,36.8840179,33.13433493,29.69469165,26.84977908
IRSA Inversiones y Representaciones SA,159512,90654,Argentina,Argentina,10005,Consumer Non-Cyclical,245.9925427,265.4532945,271.0207774,270.8689428,339.264744,416.7189725,508.4096095,407.4434521,349.2342185,282.6427063,246.8812801,220.1910707,200.4142551
Holcim Argentina SA,159513,90655,Argentina,Argentina,10011,Industrial,35.47309763,34.04376107,34.06032334,33.01287499,64.60560795,123.0558304,210.8329023,156.0117004,114.7945282,83.58619178,64.91246807,52.08847336,43.37906215
Ledesma SA,159520,90662,Argentina,Argentina,10005,Consumer Non-Cyclical,105.5513543,114.4157188,120.1108071,125.8369985,164.2901006,212.7099758,264.2736785,213.2703295,180.4443901,150.6870588,133.616243,117.8075366,103.2582841
Longvie SA,159523,90664,Argentina,Argentina,10004,Consumer Cyclical,31.37877577,37.42913384,41.14230683,40.00816341,61.67705928,94.17182391,134.1013409,97.47256368,67.35891346,45.30333318,32.32728973,23.82864561,17.61250615
Grupo Financiero Valores SA,159529,90670,Argentina,Argentina,10008,Financial,9.082764436,8.495276779,8.592569818,9.062438362,22.41323247,55.98268915,126.3874197,93.90731451,61.02917526,38.21316077,26.16771395,18.87145565,14.17269844
Molinos Juan Semino SA,159533,90674,Argentina,Argentina,10005,Consumer Non-Cyclical,47.94565292,51.50799336,52.82986621,55.71856211,72.36644602,90.23630585,111.2630956,91.30070851,80.42401798,68.39647111,62.027407,56.03133183,51.81363321
Morixe Hermanos,159534,90675,Argentina,Argentina,10005,Consumer Non-Cyclical,85.49108984,90.57561526,101.8790016,118.5576805,176.8548627,244.6113523,319.2930913,266.6044258,242.0191304,204.389251,185.0567789,167.1558843,151.4777619
Polledo SAIC y F,159549,90687,Argentina,Argentina,10011,Industrial,0.516635897,0.428112286,0.4368431,0.50410104,1.517334254,2.965070329,5.366346424,4.509612116,3.47356963,2.728981919,2.311247696,2.044627194,1.754996423
Rigolleau SA,159553,90691,Argentina,Argentina,10004,Consumer Cyclical,13.45558095,12.54033215,12.82434617,14.00230573,26.08318406,46.00616829,68.61357698,54.06023838,39.56335936,28.78490288,22.7308006,18.27382549,15.87866227
Carboclor SA,159561,90699,Argentina,Argentina,10002,Basic Materials,43.27202235,38.63469427,45.19937094,58.69840356,81.80268735,117.7255722,161.5875922,132.8214906,114.0572238,97.74333162,92.74203459,85.45040619,82.38297166
Transportadora Gas del Norte SA,171204,90896,Argentina,Argentina,10014,Utilities,104.2601372,110.8997299,125.3089622,140.4292898,255.7482409,405.3390676,600.0670226,359.3025143,248.6053395,169.8769112,136.931098,113.1508293,94.55694077
Empresa Distribuidora Y Comercializadora Norte,173384,91046,Argentina,Argentina,10014,Utilities,155.2272494,192.6274035,167.6220102,166.4979321,240.0897535,414.7829446,635.8367205,439.6660247,318.2642169,227.5914559,171.6193937,135.5257944,110.2904577
IRSA Propiedades Comerciales SA,173448,91072,Argentina,Argentina,10008,Financial,11.3644204,13.75113437,18.30912759,22.00759216,56.48305727,135.7065393,294.8605902,221.8430617,149.8324701,94.68070068,68.81548716,56.36809725,47.43745595
Ternium Argentina SA,173515,91089,Argentina,Argentina,10002,Basic Materials,15.77399568,20.22159934,24.97519854,28.73026545,36.42104209,47.51323395,60.07211028,54.1425983,48.05324111,41.12360972,37.62824817,32.75663609,30.56136435
Banco Santander Rio SA,186811,91166,Argentina,Argentina,10008,Financial,38.95815246,38.22669895,40.49945777,43.11227539,109.5335635,282.1112677,651.7740765,492.8968291,336.2112217,220.5674668,165.4222658,129.6264499,103.8443815
Camuzzi Gas Pampeana SA,196767,91189,Argentina,Argentina,10014,Utilities,131.77225,156.2045822,177.5729338,210.7073315,409.0062978,668.3397094,995.6846881,622.4098891,432.3368518,294.147347,235.3992816,195.8835805,164.0257652
Aluar Aluminio Argentino SAIC,197083,91200,Argentina,Argentina,10002,Basic Materials,34.3155217,45.20910407,61.00681086,80.72302744,109.7304066,160.0267517,219.4940195,213.3516653,210.9217275,192.1766577,190.1142578,180.5696391,178.2079187
Cia de Transporte de Energia Electrica en Alta Tension Transener SA,197377,91227,Argentina,Argentina,10014,Utilities,62.69505862,63.0828835,64.99947474,68.27832524,116.8443727,188.4459316,287.7307867,177.4516799,125.6155507,87.26479383,71.63736096,61.34374813,52.00377162
Banco Hipotecario SA,201329,91262,Argentina,Argentina,10008,Financial,19.64956412,19.92518826,20.09582575,22.21540119,58.9432112,161.0248597,384.8111954,298.3014069,200.0493922,130.6798353,96.10375831,75.84239302,60.98487166
TGLT SA,21312037,91280,Argentina,Argentina,10008,Financial,109.6937953,95.60655498,88.99740943,92.69740899,229.2130578,567.5710113,1257.389769,971.3744932,680.8554435,449.4574347,339.3198386,250.5424748,191.0789594
Naturgy BAN SA,219096,91320,Argentina,Argentina,10014,Utilities,67.89688036,86.70394313,99.77877025,112.1961083,200.7648771,332.7631866,504.2458725,323.7686462,211.3461617,143.2426698,112.6361975,91.49807425,75.77966524
SA San Miguel AGICI y F,219470,91350,Argentina,Argentina,10005,Consumer Non-Cyclical,104.039989,114.8743562,119.6189781,126.9950036,169.4462186,219.7943821,277.7874009,230.7731097,201.6051393,169.6303879,152.7246164,139.354082,127.7133078
Inversora Juramento SA,22699644,91476,Argentina,Argentina,10005,Consumer Non-Cyclical,45.67050434,49.18436012,44.93721255,47.48287831,61.6404794,81.24780841,100.9629849,82.65541305,69.81325209,57.44830936,50.47405082,44.87996839,41.55793591
Autopistas del Sol SA/Argentina,233593,91479,Argentina,Argentina,10005,Consumer Non-Cyclical,188.3559363,286.109695,305.5661346,270.1487551,290.1297817,346.6679347,407.9221445,342.7714119,293.7426796,235.925222,199.7952632,180.9114924,155.4416944
Quickfood SA,369337,91617,Argentina,Argentina,10005,Consumer Non-Cyclical,114.0616638,123.3711767,138.8149196,142.5980082,191.8546422,247.4005658,315.542878,249.2010939,220.3744644,182.9162303,164.8813253,145.5307105,133.4964935
Grupo Concesionario del Oeste SA,384497,91698,Argentina,Argentina,10005,Consumer Non-Cyclical,51.37413601,85.10039282,145.0464411,118.4784413,124.3559535,139.1323879,162.2994843,116.8328677,94.39973815,74.82593331,67.52551858,61.01854911,53.39699071
Distribuidora de Gas Cuyana SA,384584,91707,Argentina,Argentina,10014,Utilities,79.89156277,88.00092755,97.27675953,107.2826705,188.0077423,303.5429999,448.1511695,279.2599567,189.5613258,130.5108637,103.1078796,85.3580106,70.26536847
Empresa Distribuidora Electrica Regional SA,7283786,91747,Argentina,Argentina,10014,Utilities,101.4551544,93.97973695,103.5144048,112.0882702,199.5686466,322.6212347,501.4506216,315.9939618,206.8025937,137.7097161,109.4307015,88.80425653,72.98091045
Grupo Clarin SA,872006,91914,Argentina,Argentina,10003,Communications,155.2226269,145.5652788,143.1114944,135.6809074,213.770528,336.3541049,495.516279,380.2545193,291.4911271,215.4198318,174.3240274,145.273152,122.8014332
Banco Patagonia SA,936109,91961,Argentina,Argentina,10008,Financial,21.92457156,22.85652159,24.17353284,26.05170878,67.46094995,175.1259412,411.9597871,316.6171743,215.1920854,143.5125646,107.4645586,83.46933789,67.63557293
Insumos Agroquimicos SA,11277469,93496,Argentina,Argentina,10002,Basic Materials,58.33384638,80.46056985,114.3757142,147.7420573,208.4837194,306.7223619,424.1035754,410.4750446,382.8344447,350.5991328,350.1797905,333.9825957,325.4393494
EDESAL Holding SA,33418472,130787,Argentina,Argentina,10014,Utilities,82.9826048,124.8281479,104.1345906,108.4114887,115.6210861,201.9729039,284.3506997,372.5787839,376.387983,476.736276,355.2604015,266.8293182,63.5928752
Havanna Holding SA,23005664,194052,Argentina,Argentina,10005,Consumer Non-Cyclical,20.98694055,21.322807,20.15897703,19.4577567,25.06028074,32.33551591,41.23684286,33.96540163,29.40213035,25.12168524,22.61185404,20.68794033,18.20566015
Bolsas y Mercados Argentinos SA,36344994,196863,Argentina,Argentina,10008,Financial,12.44649189,10.93455382,11.37928746,12.01399957,29.55334441,76.74405599,183.5091221,141.0008056,95.33052668,64.46304365,48.2622061,37.80945563,30.6825357
Molinos Agro SA,53262126,196982,Argentina,Argentina,10005,Consumer Non-Cyclical,45.63241266,51.46162071,54.29255192,56.66514471,73.61445976,93.99568572,116.1991701,94.49043731,80.92671933,66.94229917,59.55035058,53.05183812,47.69031872
Cablevision Holding SA,54631419,197487,Argentina,Argentina,10003,Communications,183.2968157,184.1871962,196.7738328,201.5723816,336.03948,548.7557329,842.1750213,666.6722055,528.4929825,412.7321925,336.8452104,286.2495379,242.9596075
Loma Negra Cia Industrial Argentina SA,186965,197953,Argentina,Argentina,10011,Industrial,47.86318357,43.39296589,41.21506783,39.84718265,80.70166762,157.8173864,288.1476502,219.2546469,164.4579445,123.9948565,99.94632487,84.48545775,71.47856742
Laboratorios Richmond SACIF,16330009,198337,Argentina,Argentina,10005,Consumer Non-Cyclical,8.002649515,5.980057108,5.062660197,5.116918379,5.808845991,5.862728724,6.198631605,4.697638077,3.451213438,2.276709103,1.686695252,1.257711442,0.883972574
Grupo Supervielle SA,23728784,202566,Argentina,Argentina,10008,Financial,28.36506935,27.86391512,26.81694235,27.77862732,70.31773066,198.9626984,490.2425162,387.6847077,250.9178865,155.9657578,113.81357,99.99458998,92.35407895
Springs Global Participacoes SA,10079332,89245,Brazil,Brazil,10004,Consumer Cyclical,94.34024092,112.242922,121.0690626,132.9681708,152.523975,183.6400563,218.327203,198.2632652,178.4641562,157.4342297,150.5821297,144.4354841,139.2020152
Cia de Saneamento de Minas Gerais-COPASA,10442834,89257,Brazil,Brazil,10014,Utilities,6.97146316,7.294630416,7.9905343,8.574802144,9.483278673,10.63606335,11.87792748,11.52898374,11.09487492,10.38656833,10.34872808,10.44152499,10.62390733
JBS SA,10454198,89259,Brazil,Brazil,10005,Consumer Non-Cyclical,41.60365449,50.98393418,58.24164314,63.67760365,84.04953965,110.5880141,142.8954527,114.4155927,95.5976161,78.06075143,71.08203443,65.11839508,60.1245057
TOTVS SA,10503372,89261,Brazil,Brazil,10013,Technology,2.99790495,11.65521492,29.65747838,65.15408286,222.001119,592.1135385,1241.862429,277.037573,82.26582957,31.10337588,23.61286161,19.21037862,16.49689497
Light SA,10511112,89262,Brazil,Brazil,10014,Utilities,64.16508043,64.08090769,62.02225732,64.73962845,84.08822431,109.8089217,138.5685994,125.5610537,120.9875966,114.0244883,120.5671645,148.5428477,130.2501197
Equatorial Energia SA,10553217,89266,Brazil,Brazil,10014,Utilities,19.42738688,22.68524272,27.57603721,31.92626377,38.10219226,44.85941339,52.69979331,52.76165922,52.38186332,50.98265351,51.66349093,52.63672637,53.18824083
Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao SA,10641974,89269,Brazil,Brazil,10008,Financial,3.927457625,6.137998077,8.245664701,11.19444851,16.42809079,25.31265062,36.70657789,28.27522558,22.13575664,17.24261643,15.44760565,13.95228401,12.68174626
CSU Cardsystem SA,10656073,89270,Brazil,Brazil,10008,Financial,1.060912299,1.416396922,2.023470709,2.898796994,4.918955371,8.869294425,15.51306277,14.39662605,12.97344816,11.18564802,10.40144977,9.482034311,8.276071646
BrasilAgro - Co Brasileira de Propriedades Agricolas,10657839,89271,Brazil,Brazil,10005,Consumer Non-Cyclical,1.977353874,2.451117292,2.841929138,3.202409057,4.489901816,6.101271514,8.244701777,6.75641703,5.810269232,4.912317594,4.634874964,4.449730525,4.409181489
Lupatech SA,10687600,89272,Brazil,Brazil,10007,Energy,62.63382253,78.93129833,99.39505694,120.1105187,93.59269198,79.11439668,70.58049361,85.52060226,100.3420605,113.9195925,133.6755341,157.9413576,179.4895398
B2W Cia Digital,1084763,89280,Brazil,Brazil,10003,Communications,18.05123117,28.00567557,42.22237806,60.58505786,59.15335585,53.67845731,48.00840643,47.33366179,44.15158339,41.86622903,42.5649831,42.29585627,44.58344673
Ideiasnet SA,1084954,89281,Brazil,Brazil,10008,Financial,4.110602402,7.861666789,12.35229828,19.36898845,33.23213288,53.95033215,80.01745485,63.91147696,52.04292357,41.03684141,37.22968856,36.34419459,34.73600162
CCX Carvao da Colombia SA,10959682,89289,Brazil,Brazil,10007,Energy,193.3187098,193.5905469,237.9066456,311.591548,251.6497142,185.9868573,147.351462,149.9221456,136.5125304,134.4026114,134.2620617,154.9288839,185.8414409
